Nombre;ROA2024
INNOVETHICS S.L.;2,04
INVERBIS ANALYTICS SL.;-23,87
ANL TRADING, TRAINING Y SERVICIOS EN SALUD SL.;-5,9
ONEPLANET SOFTWARE SL.;50,7
TELECOMUNICACIONES EMPORDANESAS REUNIDAS SOCIEDAD LIMITADA.;-5,95
BWOW STUDIO SL.;-14,63
ABSTRATIO CONSULTING SL.;52,81
APPTITUDINAL PEOPLE & TECHNOLOGY SL.;6,7
CHICASTO SL.;29,3
WHATER CORPORATE SOCIEDAD LIMITADA.;3,94
CLOUD FOR EDU S.L.;13,02
BITFAKTOR CONSULTING S.L.;24,07
INFRAMEMARKETING SL.;35,29
GEOSENSER SL.;-0,06
IT NORTE NOVA CONSULTORIA SL.;20,13
SCIOMAC CONSULTING SOCIEDAD LIMITADA.;5,4
STELO TECHNOLOGIES S.L.;3,68
EQ SISTEMAS DE SEGURIDAD ALIMENTARIA SL.;10,98
GREEMKO SISTEMAS Y GESTION AMBIENTAL SL.;0,44
VARGAS ENTERPRISE SL.;-21,12
NEONOE TALENT SL.;14,52
MINDSAIC SL.;-27,06
BEHELIX SERVICIOS INFORMATICOS S.L.;-74,63
CYBERMAN INFORMATICA Y COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA LABORAL.;2,08
TECHAWAY TECHNOLOGIES S.L.;-284,34
START UP GOMERA SL.;80,65
VELTARIS SOLUCIONES INTEGRALES SL.;14,73
SOLUCIONES ALIGEA SL.;73,81
LIBETEL COMUNICACIONES SOCIEDAD LIMITADA.;4,8
LORENZO AUDIO LABS SOCIEDAD DE RESPONSABILIDAD LIMITADA.;3,67
RCH AND SONS INVESTMENT 1977 SOCIEDAD LIMITADA.;92,28
MPIGDATA INGENIEROS SL.;5,25
GLOBAL RENTING HARDWARE & NETWORK SL.;1,73
ITALWAY SL.;7,04
STAR FIELD MARKETING SOCIEDAD LIMITADA.;-45,02
BOUNSEL SL.;12,4
RAGNAR TELECOMUNICACIONS S.L.;-13,46
SOELNOR AUTOMATIZACION, S.L.;8,54
RIOKO SURU SOCIEDAD LIMITADA.;7,27
DIOXINET SL.;-204,35
AIKO MANAGEMENT SL.;0,03
BLATECH 37 TECHNOLOGY SYSTEMS S.L.;1,71
ALVIRIS IBERICA SL.;17,26
D0WNTIME SL.;17,94
DOMOLIFE ESPACIOS INTELIGENTES SL.;14,1
LAST MONKEY DESIGN STUDIO SL.;-9,21
MONTAJES PE-PI S.L.;72,35
AKTIVITAT VENTURE BUILDER SL.;0,94
SUBDEVICE SOFTWARE DEVELOPMENT S.L.;5,24
OBELISK SERVICIOS Y COMUNICACIONES SOCIEDAD LIMITADA.;16,23
THE TRUSTWORTHY DELIVERY COMPANY SOCIEDAD LIMITADA.;17,64
EJEM AVANCE SL.;-11,77
GARGOLA LAB SOCIEDAD LIMITADA.;42,39
BERS CONSULTEAM TRANSFORMACION DIGITAL S.L.;2,44
GAYMAR'S JONES, SOCIEDAD LIMITADA.;47,32
GALECTIA, S.L.;-40,07
LONE STAR IBERICA SL.;3,35
VIDEO LAN ELECTRIC S.L.;33,02
BEXR INMERSIVE SL.;-262,9
SERVATRIX BIOMED SL.;13
ICX TECHNOLOGIES ERAINTEK SOCIEDAD LIMITADA.;4,59
RAQTOM SOCIEDAD LIMITADA.;2,84
CLIPSET SL.;22,61
VISTA SUERTE Y AL TORO SOCIEDAD LIMITADA.;-5,94
CAPITAL VIRILA SL.;15,15
NORMO DELIVERY SYSTEMS SL.;-37,02
AERTECH SERVICIOS TECNOLOGICOS SOCIEDAD LIMITADA.;32,88
INNOVATELIA SOLUCIONES SL.;45,03
MYSTICALIA SL.;7,52
DIGITAL PRESS AND PRINT SL.;-9,14
TWINDUSTRY SL.;54,62
SOMNUM TECHNOLOGIES SOCIEDAD LIMITADA.;53,66
COAEE ESTUDIA EN ESPAÑA SOCIEDAD LIMITADA.;93,57
ECROF MARKETING SL.;21,83
AVARNA SOCIETY S.L.;-207,74
SENSACTIVE TECHNOLOGY SOCIEDAD LIMITADA.;-0,15
BASQUE HIGHLANDS SL.;67,22
GESDATA CONSULTING PRIVACY SERVICES SOCIEDAD LIMITADA.;21,41
HYPERMEDIALAB GLOBAL SL.;0,02
OSCAR ALQUILER DE COCHES SL.;-733,36
COCOPLAN SOFTWARE SOCIEDAD LIMITADA.;10,11
MIMELO CREATIVO SOCIEDAD LIMITADA.;-2,3
TAISA IBERIA SOCIEDAD LIMITADA;17,27
BIMBIO DIGITAL ADVISORY & BUSINESS HUB, S.L.;3,62
DOEZOS CONSULTORIA IT SL.;9,49
ANARCHY CAT S.L.;13,78
KOOMORI STUDIO SL.;22,54
AZUTECNIC COMUNICACIONES SOCIEDAD LIMITADA.;4,67
CENTRAL DATA CONSULTING RAMOS & CARBO S.L.;25,36
INVERSIONES 10GALONES SOCIEDAD LIMITADA.;4,02
DISCEPOLO SL.;29,98
SETRON SISTEMAS INFORMATICOS SL.;3,84
NBLAB EXPERIENCES SOCIEDAD LIMITADA.;33,34
DAISER ENERGIA SL.;-82,97
LINKING REALITIES S.L.;-19,91
SEOTEK MARKETING DIGITAL SOCIEDAD LIMITADA.;21,07
TINTA PAPER I LLETRES S.L.;35,02
DOCEXPLOIT SOCIEDAD LIMITADA.;11,37
FLORENCIA COMUNICACION DIGITAL SL.;26,02
AIFOS DIGITAL S.L.;17,17
ZHUQUE HACIA FUTURO S.L.;-36,04
REFIS VISION SL.;-5,94
ZAPEROCO COOP.V;0,86
CAFES LA CATEDRAL SL.;-68,85
GVGKODE SERVICES S.L.;39,3
PYMELUZ SL.;-8,41
VISUAL AUDIOVISUAL PRODUCTION SOCIEDAD DE RESPONSABILIDAD LIMITADA LABORAL.;-11,38
ISIAN SISTEMAS S.L.;45,48
EVOLUTIVE PROFESSIONAL SERVICES SOCIEDAD LIMITADA.;-4,68
DATABEACON SL.;-11,85
ICONIC SOLUTIONS BY MURCIA SL.;-11,48
LO TENGO TODO PAPI SOCIEDAD LIMITADA.;22,81
SISTEMES I TELECOMUNICACIONS URGELL 21 SL.;-179,63
ESTUDIO KINTEK SOCIEDAD LIMITADA.;-1,53
VCR INFORMATICA PROFESIONAL, SOCIEDAD LIMITADA.;-7,16
WEB IT PROJECTS SLL.;5,18
THE TWICE VERSION SL.;20,65
KRONOS MARKETING & SPORT SL.;5,94
BLOCKCHAIN STACK SOCIEDAD LIMITADA.;2,06
INSTABONA SL.;27,09
ZILEAN SOLUTIONS SL.;15,72
FUTURO Y VIDA SILVER SOCIEDAD LIMITADA.;-7,29
FLYFIBER SOCIEDAD LIMITADA.;44,32
GEN72 SOFTWARE SOCIEDAD LIMITADA.;59,62
ISVISOFT WARE SOCIEDAD LIMITADA.;-114,79
OPENALFA SOCIEDAD LIMITADA.;4,25
NEXT SISTEMAS TIC SL.;3,66
FENICIANS, SOCIEDAD LIMITADA.;3,97
VECTORPIPE SL.;-16,67
REFLEJOS VIDEO, SOCIEDAD LIMITADA.;8,7
ALKON GLOBAL SOLUTIONS SL.;3,98
ORIGINALTEC SOLUCIONES TECNOLOGICAS SL.;-20,89
BBB CONNECTS SL.;60,21
STUDIO NOWAKE SL.;46,42
CONFLUENCIA IT SL.;48,61
YSISI EL PROJECT SL.;7,43
NSIS SOFTWARE I SERVEIS S.L.;18,31
ZYONIA SOCIEDAD LIMITADA.;52,79
CRYMAR INFORMATICA Y COMUNICACIONES SL.;25,57
SESAMAX MARKETING S.L.;-5,1
GOLD RECORD SL.;49,64
PROYECTA CONSULTORES TIC SL.;41,96
OONDEO SOCIEDAD LIMITADA.;9,03
SMART TELECOM SOLUTIONS SL.;50,57
SUPERATIVO CONSULTING S.L.;4,3
WHITETRACK SL.;16,59
BATAGUR SL.;-23,68
CONSULTORIA Y SERVICIOS CASANOVA SL.;37,06
RETAIL GLOBAL CONSULTING SL.;40,09
UPLAY BASKETBALL S.L.;-2,36
ADROIT DATOS Y PERSPICACIA S.L.;-39,5
CITTERS TECHNOLOGIES SL.;33,29
ALMOND STUDIO, SOCIEDAD LIMITADA.;37,17
AI NOSTRUM TECHNOLOGY SL.;-19,54
EVERSIMPLE SOLUTIONS SL.;16,92
NATIO21, SOCIEDAD LIMITADA.;19,8
WINGSTOWIN SOLUTIONS SL.;4,95
MOBILITY ZEUS MANAGEMENT SOCIEDAD LIMITADA.;31,1
BIOSMARTDATA SL.;41,66
PORMA TECH SL.;0,84
PROPALAIN EUROPA S.L.;41,07
SOFTINNOTECH CONSULTING S.L.;7,61
KEITA MOBILITY FACTORY S.L.;0,67
CELTAPLUS SOCIEDAD LIMITADA.;-1,32
ICORY TIC SL.;90,61
INNOVACION EN SERVICIOS SOCIALES SOCIEDAD LIMITADA.;9,24
MOSAIK DYNAMIC SOCIEDAD LIMITADA.;4,39
IT&P SOLUCIONES INFORMATICAS SOCIEDAD LIMITADA.;6,91
DOSIT INFORMATICA SOCIEDAD LIMITADA.;-27,27
CONSULTORIA EN PROCESOS TECNOLOGICOS SL.;-28,5
GRUPO ODAVANCE SL.;-34,31
INVERPCI AMAPOLE, SOCIEDAD LIMITADA.;4,02
ASPRODAT S.L.;29,01
ROMANILLOS INNOVACION SOCIEDAD LIMITADA.;25,18
LANGOO IO SL.;4
LINKTEL SERVICES DE MARKETING ONLINE SOCIEDAD LIMITADA.;38,41
DIGITAL INNSTINCT S.L.;-5,05
B2X TECHNOLOGY SL.;3,47
SOLUCIONES GLOBALES EFICIENTES, S.L.;1,84
BIUWER ANALYTICS SL.;1,44
TRADINGWEB SOLUTIONS 2019 S.L.;34,94
CHEALEY INVEST SL.;-57,29
QR PAYMENTS SOCIEDAD LIMITADA.;-58,96
SIGNO ENERGY SL.;-47,26
ELECTRONIC DOJO S.L.;8,39
ARKANOTEC SOCIEDAD LIMITADA.;-16,42
FREEDOM BUSINESS INSTITUTE SL.;47,07
GRATUM CORP SL.;1,66
BPA PORTAL DE SERVICIOS SL.;-19,65
OLATEO MC SL.;8,11
RECALCULANDO EXPERIENCIA SOCIEDAD LIMITADA.;0,32
DV TEMPO SL.;9,93
LEYES Y ORDENES ARQUITECTONICOS SOCIEDAD LIMITADA.;7,7
SINCI SP S.L.;-55,09
ESPORTPLUS S.L.;-43,24
AUTOMATICITY SOLUTIONS S.L.;65,6
MAKE PROJECTS SOLUTIONS SOCIEDAD LIMITADA.;-8,72
LACK SOLUCIONES COMERCIALES SL.;-19,23
MPP EXPERIENCE SL.;1,83
OBERTA SERVICIOS TECNOLOGICOS SOCIEDAD LIMITADA.;22,95
2BEFOCUS SL.;-8,66
SWART SOLUTIONS & CONSULTING S.L.;15,45
FINANBRID INTERNATIONAL S.L.;18,05
KERN MARKETING SOCIEDAD LIMITADA.;25,14
ELEVER COMPUTE SERVICES SL.;51,1
SIPARI TRADE S.L.;16,19
P4P HEALTH SOLUTIONS SL.;8,17
MEECO SERVICIOS GLOBALES SL.;21,56
UALI IBERICA SL.;-7,99
MONSANTELECOM SOCIEDAD LIMITADA.;8,43
NEXTLEVEL TELECOM SL.;13,49
ROTATA CONSULTING SL.;3,01
VENTE A VIVIR A UN PUEBLO SL.;-35,48
GRUPO JARA SERVICIOS L. SL.;33,68
NINIKIS SL.;9,17
SZOKE CONSULTING SL.;38,06
INAR TECNOLOGIAS Y SOLUCIONES SOCIEDAD LIMITADA.;-39,42
INTEGRALTELCO 2022 SL.;14,46
EBISUM LEGALTECH SL.;22,68
QBITIFY SPACE SOCIEDAD LIMITADA.;-6,62
TELECOFIBRA HERNANDEZ SL.;39,55
SIPOS SOFTWARE SL.;-16,03
XTMS SOFT SL.;1,23
TABMOU SMART VENTURES, SOCIEDAD LIMITADA.;3,79
VIRMEDEX VIRTUAL EXPERIENCES S.L.;2,14
ADIKON ENGINEERING SL.;59,39
FRAMI INFORMATICA 2021 SL.;-40,16
ROBFREE GROUP S.L.;17,8
ILION PROJECT SL.;0,15
BLOCKCHAIN3RS.ETH SOCIEDAD LIMITADA.;53,93
APHEX DIGITAL PRODUCT & ENGINEERING SL.;6,02
REDCLAIMER LEGALTECH SL.;-90,25
AEPI PROGRAMADORES INFORMATICOS SL.;12,18
REIMERS INGENIEROS SL.;6,16
DISRUPTIA SL.;37,2
RCXSOFT S.L.;17,99
G2ZERO SL.;1,87
VOLTEA COMMUNITIES S.L.;4,36
THINK BIG PHARMA SL.;-14,61
ZERO BY ZERO TECH SL.;2,7
BDD DIGITAL MEDIA S.L.;83,03
DEM INFORMATICA Y TELECOMUNICACIONES SL.;9,13
NJUDEV WEB DEVELOPMENT SL.;8,99
ESPECIALISTAS EN SOFTWARE INFORMATICO SOCIEDAD LIMITADA.;33,59
REEF TECHNOLOGY SPAIN SL;-17,85
YOHOME SOCIEDAD DE RESPONSABILIDAD LIMITADA.;-14,21
ASYTEK SOLUCIONES ENERGETICAS SOCIEDAD LIMITADA.;-31,6
EXTENDED REALITY LABORATORY SOCIEDAD LIMITADA.;-1,28
EMITEL INFORMATICA SL.;0,96
CALL CENTER ELECTRO-REPAIR SL.;7,9
TRIPLEL INVERSIONES SL.;0,34
BIOACTIVE SURFACES SL.;2,32
IMAGE ANALYST PROCESSING SL.;38,09
DEGITARU, SOCIEDAD LIMITADA.;-20,53
KODEMOON S.L.;-61,29
LOLETA BY LOLETA SL.;19,94
HARDWARE TRAZABILIDAD Y SISTEMAS S.L.;8,89
RAFAL SZOTA S.L.;44,67
ULISES GOVERNANCE, RISK AND COMPLIANCE S.L.;3,84
APISEARCH S.L.;-51,05
INTERNET NETWORK SOLUTIONS S.L.;-39,65
GRUPO WEIFINET, S.L.;-117,48
SUR AEROSPACE SPAIN S.L.;-4,4
ITECH GLOBAL SOLUTIONS 2020 SOCIEDAD LIMITADA.;18,64
MIOLO DESARROLLOS, S.L.;-42,68
CULPEO INVESTMENTS CAPITAL SL.;0,05
ABEJARUCO INGENIO SL.;1,13
ORBITIA S.L.;-2,87
CTEM MEMORIAS SOCIEDAD LIMITADA PROFESIONAL;25,23
MERAKI PARTNERS S.L.;-8,16
GIMANT 2020 S.L.;2,96
MYMETRIX ANALYTICS S.L.;0,93
SENSACULTIVO AGROTECH SL.;-13,58
NEXO TELECOMUNICACIONES SOCIEDAD LIMITADA.;83,39
GESTORIA TECNOLOGICA DE CARTAGENA SL.;-2,24
YELLOW MOBILE TELECOMUNICACIONES SL.;22,76
JVC-IT SOLUTIONS SL.;19,49
BLUETECH DIGITAL SL.;-3,48
SOCTEC IT SERVICES SL.;-5.396,94
ALMAR CAPITAL INVESTMENT SL.;30,76
SINGULAR STRUCTURES ENGINEERING SL.;8,82
EMTRICA IT SOLUTIONS SL.;3,47
ECUALITAS GLOBAL 2015 SOCIEDAD LIMITADA.;24,99
INFORSOL INFORMATICA SL.;4,69
OSOTOGARI SOLUTIONS SL.;12,08
LA FLAMA DIGITAL XXI SL.;4,72
BIONTIK SYSTEMS SL;5,73
4MINDABLE FACTORY S.L.;-61,57
NUUK TECHNOLOGIES SL.;1,91
IP-SEIS VIGO SOCIEDAD LIMITADA.;-41,26
AI STYLE BY DNA SL;-23,44
MAD CLOUD CONSULTING SL.;48,09
RALPH SCHULZE SL.;12,94
KEYPOINT SOLUTIONS SOCIEDAD LIMITADA.;12,7
SUNINI Y SUNINI COMPAÑIA CREATIVA SL.;11,63
BORCANBAR S.L.;-17,74
UNIVERSOWEB MARKETING COMUNICACIONES SL.;15,36
SOLUCIONES INTELIGENTES PARA LOS NEGOCIOS, LA ORGANIZACION Y LA GESTION. BISIO S.L.;15,71
LEMONDIT, S.L.;31,05
NATOURAL DIGITAL SOLUTIONS, S.L.;31,76
ESMOGALIA SOCIEDAD LIMITADA.;46,79
XESTION EMPRESARIAL INNOVADORA SL.;-1,17
NEXUS HUB S.L.;63,82
HAYPLO STUDIO SOCIEDAD LIMITADA.;-0,3
BITNOVA CENTRO SL.;14,63
SOLVIFY SL.;85,52
TALADROS LA BARROSA SL.;20,47
COMERÇ I SERVEIS CA N PERELLO SL.;-6,78
TUTIFRUTI EDITORIAL SL.;-49,49
ATLAS EVOLUTION SL.;30,12
DRAGONSTAKE SL.;2,64
OPERADORA SCUELA SL.;19,27
DIAGCAR TECHNOLOGY SL.;3,78
ISCA TRAINING AND CONSULTING S.L.;10,35
MACARONESIA DIGITAL, SOCIEDAD LIMITADA.;7,78
GESTFY SOLUCIONES SL.;-2,98
ESPIRALIS IBERIA SL.;15,95
SOLUCIONES SANTA ANA SL.;48,88
FINERGIA Y ASOCIADOS S.L.;-32,9
8I FLATS, SOCIEDAD LIMITADA.;7,69
MC LUXURY TRAVEL GROUP S.L.;36,56
DRACSYS S.L.;1,3
MY PRODUCCIONES IBERICA COMUNICACION 2020 SL.;12,4
BLOSTEC ROBOTICA SL.;69,98
GRUPO REDCULTURAL. ARQUEOLOGIA Y SERVICIOS CULTURALES SL.;47,86
AISOF TELECOM SLL.;24,19
ETERNAL SECURITY S.L.;-15,17
NAPPTILUS TECHNOLOGY LABS AMERICA S.L.;50,57
JESTETICACADEMY SOCIEDAD LIMITADA.;-165,69
AILIA MEGA EMPRESARIAL SL.;-51,47
NATURCODE SMART LABEL SL.;-6,6
ARAS ENJOY SL.;26,96
REDES Y TECNOLOGIAS INTELIGENTES SOCIEDAD LIMITADA.;1,75
EXTREMADURA TELEVISION EXTV S.L.;6,19
WAIBBO SOLUTIONS S.L.;-11,42
RELOAD INNOVACION SOCIEDAD LIMITADA.;13,48
XOFIAHEDGE SL.;7,45
ALBORAN DIGITAL SL.;10,58
TINFORSOUND SOCIEDAD LIMITADA.;75,22
CIBERHOSTING SL.;15,43
ECOVEN ASESORES Y ECONOMISTAS, SOCIEDAD LIMITADA.;-1,19
TRY INNOVATE SOLUTIONS SL.;-29,89
SU01 CONSULTING SL.;36,31
CAMBIUM TECH SL.;-30,69
ES NIU ESPAI MUSICAL SL.;3,56
ISISITA HOME SL.;-44,09
DEPURAIRE SOLAR ENERGIAS RENOVABLES SL.;15,12
DRAIC, ARTE ,INTELIGENCIA Y CONOCIMIENTO SL.;-102,45
BY XTO SOLUCIONES CREATIVAS INFORMATICAS SOCIEDAD LIMITADA.;21,04
LABOSITE SL.;0,41
SOGENUBE SL;19,69
MEDUSA FAMILY SOCIEDAD LIMITADA.;11,89
MURTA INGENIERIA SOCIEDAD LIMITADA.;-2,84
GUALARU ALWAYS ON SL.;0,94
MYVATIO LIBERTAD ENERGETICA SOCIEDAD LIMITADA.;-48,93
PLAN B ECOMMERCE SL.;10,46
DOCUMENT SERVICE SP SL.;-19,42
DRONOMY SL.;10,58
NANAIT PLATFORM SL.;-13,03
BEAM TECHNOLOGIES S.L.;-9,69
NOT A CODE MONKEY SL.;12,3
CS AUTOMATISMOS SISTEMAS DE CONTROL SOCIEDAD LIMITADA.;50,74
SOLUCIONES DIGITALES VITAR SOCIEDAD LIMITADA.;1,17
BOIXPROJECT S.L.;4,26
HDS INGENIA SOCIEDAD LIMITADA.;3,69
EQUIP ELECTRONICS COOP V;3,23
QUANTICO CONSULTING EMPRESARIAL SL.;50,77
OPTIMYDENT SOLUCIONES SOCIEDAD LIMITADA.;32,66
CIENTIFIX 2020 SL.;38,36
PIXELARUS COMUNICACION SL.;-29,65
EPICENTRE D'ACTIVITATS SOCIALS, CULTURALS I ECONOMIQUES SOCIEDAD LIMITADA.;0,83
SW&CW ASESORES Y CONSULTORES, SOCIEDAD LIMITADA.;4,98
CLIENTES ANONIMOS SL.;68,07
GREEN AEROSPACE CONSULTING SL.;33,09
INSERTEC SERVICIOS TECNICOS SL.;18,44
UXHUMANO SL.;7,55
WAYTECH DIGITAL SOLUTIONS SL.;3,59
VITUM TECHNOLOGIES SOCIEDAD LIMITADA.;3,92
NOWO INSURANCE SERVICES SL.;-8,23
ALVESAP SOLUTIONS SL.;32,95
CREATIVITY AND INNOVATIVE SOLUTIONS SL.;2,36
LASTING VIABLE SOLUTIONS SL.;19,9
MABUI UNICS SL.;20,68
ADVLD, S.L.;17,17
SMART AREAS TECH SL.;28,08
TEC-ALIADO SOCIEDAD LIMITADA.;7,92
GOIKODE SOCIEDAD LIMITADA.;31,65
MULTUMARE SL.;77,42
ID TECH & COM S.L.;2,19
360 INVESTMENTS SL.;15,05
RADIAN SPACE SL.;38,69
SOLUCIONES INFORMATICAS AC SL.;-1,54
APPLICATS S.L.;-9,86
TORMESH SOLUTIONS SOCIEDAD LIMITADA.;-38,84
ROTULOMANIA SL.;7,98
STREAM ACADEMY SOCIEDAD LIMITADA.;87,6
PLANTA CERO MALLORCA SL.;-4,8
EASYMAILING CLOUD SERVICES SL.;-4,76
DIAFANYS MSJ SOCIEDAD LIMITADA.;-21,34
YNFYNYT HEALTH TECHNOLOGIES S.L.;1,21
HYDROTECNA GREEN SL.;1,49
MOLEVELT CONSULTING S.L.;17,37
ELECTRIC VEHICLE POWER SL.;-14,06
VIVRO COMUNICACION 360 SL.;84,07
MANAGEMENT SOLUTIONS GROWTH SL.;-3,45
ONKLUB TALENT AGENCY SOCIEDAD LIMITADA.;5,28
MM ROMER SOLUTIONS SOCIEDAD LIMITADA.;5,69
NXTPJ SOFTWARE BOUTIQUE SL.;2,49
GALI DATA CONSULTANTS SL.;9,05
RJ LANGUAGES SL.;29,56
IDIMPA 29, S.L.;41,66
GLOBAL WEBTECH SL.;14,89
SAFEDELIMIT SOCIEDAD LIMITADA.;-0,83
MYCARENET S.L.;-33,62
ISBEROAL SL.;-5,65
LIGHTVESSEL S.L.;44,18
AIKEMA OPTIMIZACION SL.;4,29
CULPASS SL.;10,18
COURSE GURU SL.;-108,88
LIFE & QUALITY NETWORK SOLUTIONS SL.;-4,08
GRMS ASSOCIATES SOCIEDAD LIMITADA.;5,91
MICROOCASION SISTEMAS INFORMATICOS SL.;-37,66
IWOSMA HOLDINGS SL.;-39,1
TECHNOLOGYTACHOG SL.;7,37
FONBAL & LAGONME SOCIEDAD LIMITADA.;-84,56
JUST COMPILE IT SL.;-0,85
PUEBLANET SL.;6,34
INTERAKTELL EUROPE SOCIEDAD LIMITADA.;-78,48
DRACODER SOCIEDAD LIMITADA.;13,64
CIELO APILADO SOCIEDAD LIMITADA.;35,5
OPTIPLEX SL.;19,12
REQSOCK S.L.;-1,55
AFF DATA FINANCE SL.;50,86
ANBIT IT SERVICES S.L.;5,89
INVERSIONES Y FRANQUICIAS 2020 SOCIEDAD LIMITADA.;11,44
OPTIMIZZA COOP V;15,64
ASERKIA TECNOLOGIA, S.L.;17,12
SIMETRIA GLOBAL PARTNERS SL.;42,94
EL PRIMER KARIBU S.L.;35,06
LEGACY BUSINESS GROUP SL.;5,15
LINTEL ACTIVA, SOCIEDAD LIMITADA.;-12,82
IBERIAN PROCESS SOLUTIONS SL.;-6,9
RACING UNLEASHED MADRID SL.;-20,29
ERA CREATIVA AGENCIA DIGITAL SL.;1,24
SEO AND ROLL SOCIEDAD LIMITADA.;40,37
SUNNTICS EUROPE SOCIEDAD LIMITADA.;-12,3
TELSISO SOCIEDAD LIMITADA.;8,71
SIP CONNECT S.L.;-42,28
BAYOU EDUCATION AND TECHNOLOGY SL.;-158,88
ACF SYSTENS CANTABRICO SOCIEDAD LIMITADA.;-63,65
MAMBO4 SOFTWARE SOCIEDAD LIMITADA.;-2,85
GOLDEN OLIVE INTERNATIONAL, SOCIEDAD LIMITADA.;0,29
SEÑOR GRUDEJOL SOCIEDAD LIMITADA.;-7,84
VORTICE PROGRAMACION Y SISTEMAS SL.;11,66
RB GLOBAL CONSULTING SOLUTIONS SL.;8,56
TERRANAM CONSULTING SL.;-15,76
VOLUME NETWORK SL.;15,96
IBEXESTUDIO INTERNET SOLUTIONS S.L.;6,51
ILOVEFIBRA SOCIEDAD LIMITADA.;1,94
LYNXEYE PROTECTION SL.;5,17
TECHNOLOGY AND ENVIRONMENT DEVELOPMENTS SEGGANT SL.;-349,14
0INVADER CYBERSECURITY SL.;29,22
HACKERMAN BARCELONA AGENCY 42 S.L.;12,52
ALFA 360 CIBERSEGURIDAD INTERNET Y ANALISIS DE REDES SOCIEDAD LIMITADA.;4,54
PENBERIC PROTOTIPADO 3D SL.;4,68
ALGORITMIO SOLUCIONES SL.;1,75
SORNAL ELECTRONICA I COMUNICACIONS SL.;16,12
IOVALUE TECH SL.;48,95
BINALEX, CONSULTORIA TECNOLOGICA SL.;28,49
ENTION 2020 SL.;27,07
SHARON CENTEL SOCIEDAD LIMITADA.;-12,93
RIDES AUTOMATION SL.;-3,23
SIDFLEX DATA NET SL.;7,76
UNOUSETU SL.;3,93
LUAR RULES SL.;6,49
ROWEB SOLUTIONS SL.;-2,87
GRABALO TODO S.L.;57,63
LUDITECH SL.;7,76
IMAGINEM VIVENCIES FOTOGRAFIQUES S.L.;51,59
TECH COOL SL.;0,44
SOLUCIONES INFORMATICAS E IMPRESION SL.;12,44
AZZULEI TECHNOLOGIES SL.;-24,15
N2N SISTEMAS DE INFORMACION Y COMUNICACIONES SL.;2,94
LUA ESPORTS SOCIEDAD LIMITADA.;-91,92
BC PERSONNEL GROUP SOCIEDAD LIMITADA.;-119,94
NUEVA ICON SOCIEDAD LIMITADA.;0,79
KODIKAS DEVELOPERS SL.;58,9
MULTISERVICIOS GOVIMSA SOCIEDAD LIMITADA.;2,12
EXCLUSIVE LED S.L.;9,92
MOLECORP ESPORTS SOCIEDAD LIMITADA.;7,48
AUTO CONTROL EMPRESARIAL SOCIEDAD LIMITADA.;2,9
ARANDALUZ REVOLUTION SOCIEDAD LIMITADA.;-126,96
INSTALACIONS ELECTRICAS JOSE E SUSO SOCIEDAD DE RESPONSABILIDAD LIMITADA LABORAL;-1,37
CASMAR ACG SL.;15,36
INBOUND COLOURS S.L.;-259,17
MOFORNO SL.;-28,88
UBKOM TELEKOMUNIKAZIOAK SOCIEDAD LIMITADA.;6,08
GADIR COMUNICACION SL.;-3,7
KOOPERADOR TELECOM, SOCIEDAD LIMITADA.;-22,61
CORE SERVICES CLOUD AND COMPUTING S.R.L.;34,67
CLAROTEL & OPTICAL FIBER SL.;32,52
INGENORTE 2021 SOCIEDAD LIMITADA.;18,08
AVELAIÑA STUDIO SL.;45,13
GROWTHROADAI SL.;-23,97
CRIPTOSASUN ENERGIA, S.L.;-3,89
LEONTEL SISTEMAS DE TELECOMUNICACIONES E INFORMATICA SL.;0,26
ISARDVDI S.L.;60,62
SEPTER KRINEIN SOCIEDAD LIMITADA.;-2,73
WAILDAR DIGITAL CONSULTING S.L.;-5,43
BINARY CONNECT SOFTWARE 2022 SOCIEDAD LIMITADA.;27,26
DEZAPPS SOCIEDAD LIMITADA.;11,67
BEARD SYSTEMS SOLUTIONS SOCIEDAD LIMITADA.;11,7
MARKEXT AI S.L.;1,55
GRANASOFT ONLINE SL;28,86
PATRIMONIO VIRTUAL, SOCIEDAD LIMITADA.;-16,45
CADA PLUS SERVICIOS SL.;8,11
BASTET FINANCE SOCIEDAD LIMITADA.;13,74
COMALLI3 SL.;9,71
PROTECCION DE DATOS Y PREVENCION SL.;19,4
CONTROLMUR DOMOTICA E INMOTICA SL.;20,18
MALAL DACCA SOCIEDAD LIMITADA.;37,81
9AM DIGITAL SL.;-105,05
TECNIDRONESYSTEM SL.;35,85
ANALYTICS DEBUGGER S.L.U.;-45,56
FEELWELL INVESTMENTS, SOCIEDAD LIMITADA.;-83,13
BLETA SOLUTIONS S.L.;-31,67
INNOVA CON XEITO SL.;-18,46
KAIRO CLUB DE NEGOCIOS SL.;-156,51
SECURITY LAB AND SYSTEMS SL.;4
DATA SENSOR SOCIEDAD LIMITADA.;33,26
SILVER ECONOMY PLANNING SL.;-26,4
KRAKEN STUDIOS SL.;49
ESTUDIO VENDAVAL, S.L.;-14,63
BCNTEC SOFTWARE S.L.;0,96
BIOQ MICROELECTRONICS SOCIEDAD LIMITADA.;11,25
BLOCKCHAINFUE COOP V;27,8
