Nombre;ROA2024
KAMA DE RIVIERA SL.;29,93
IKUX SOLUCIONES SL.;1,44
AMCI TECNOLOGIA DE LA INFORMACION Y DE LA COMUNICACION SL.;1,14
NAUTILUS EXPERIENCIAS DIGITALES SL.;5,88
TELLFY COMUNICACIONES S.L.;-22,98
COCTEL CREATIVO SOLUCIONES SL.;1,8
XALANTICO SL.;-5,39
DEEP DREAMS CARIBE SL.;42,55
THE CLEVERGY SOLUTION SL.;-17,8
WAFFLE MARKETING, S.L.;27,35
TELECOMUNICACIONS ANTELA SL.;14,61
EL HERVIDERO DIGITAL S.L.;45,53
DRACAS CONSULTORIA SOCIEDAD LIMITADA.;8,1
CEUNES FORMACION SL.;7,61
LAWTORY SL.;-8,04
SLOW DESIGN & PRETTY THINGS S.L.;0,38
SYNKIRIA, SOCIEDAD LIMITADA.;29,56
DESARROLLOS INTELIGENTES APLICADOS SOCIEDAD LIMITADA.;49,71
PRONETSI SOCIEDAD LIMITADA.;-8,4
ADVANCED BUSINESS DIGITALIZATION SL.;-1,61
INSULA XPERT SOCIEDAD LIMITADA.;-1,62
PIKSTUDIO MULTIMEDIA S.L.;31,29
CCTVIBIZA SOCIEDAD LIMITADA.;18,12
AREA MOBIL SOCIEDAD LIMITADA.;17,37
ANVERSO SOLUCIONES INTEGRALES SL.;24,5
XENIX SOLUTIONS SL.;6,75
DENDRON SOLUCIONES SOCIEDAD LIMITADA.;27,79
MODIUM LABS SL.;42,85
DATFOR MOBILITY SOLUTIONS SOCIEDAD LIMITADA.;-30,9
IMPORTADORA HGV SL.;58,66
FRESNO DIGITAL SOLUTIONS, SOCIEDAD LIMITADA.;0,47
FLOWHOME SL.;6,98
INFINITE FORK SL.;27,03
SYSTEMILEC WEALTH SL.;1,77
R3SMARTCITY SL.;-27,97
GALATER GROUP CONSULTING S.L.;18,53
IGUALATECH SOLUTIONS SPECIALS MULTIMEDIA S.L.;46,62
BLOCKCHAIN CAPITAL S.L.;-5,44
YUFLY TELECOM SOCIEDAD LIMITADA.;66,88
OPENCRM S.L.;-9,76
EARTHFUTURE SOLUTIONS, S.L.;-27,43
MELMACIA LAB S.L.;-34,2
LARKIN AND UNION SLL.;0,65
INVENTIVAT CONSULTANCY, S.L.;35,8
BESYSTEM TECH SOCIEDAD LIMITADA.;6,82
AVANTY FIBER SL.;-5,69
WINGED HORSE S.L.;11,43
ALTERNATIVE COMUNICACIONES LFG S.L.;-21,21
RJ2 SOLUTIONS TECHNOLOGIES VIGO SOCIEDAD LIMITADA.;0,18
RANDOMSIGNAL SL.;-86,78
POINTER DIGITAL SL.;-30,64
COLDHOSTING SOCIEDAD LIMITADA.;3,3
OPTIMIZADATA SL.;-25,02
COMMITSUN TECH SL.;29,67
IOONIC SISTEMAS INFORMATICOS SL.;22,75
GLOONE SL.;-93,66
VFLUID ADVANCED TECHNOLOGIES SL.;29,95
GIGATEK 2020 CONSULTORIA SOCIEDAD LIMITADA;6,28
AVANT SERVICIOS IT S.L.;25,39
WHITEHOLE DATA SL.;-7,85
CLOUD ARCHITECTURE SL.;54,01
INSTITUTO DE INNOVACION GLOBAL IDEA SL.;22,11
TEAM4DIGITAL SOLUTIONS S.L.;2,32
PERFECTPIXEL DIGITAL MK SOLUTIONS SL.;-50,95
BEEMACS IBERIA SL.;72,01
GOFUN WORLD SOCIEDAD LIMITADA.;-1,79
LSSALMERON INVERSIONES SL.;0,11
PERIS DIGITAL SL.;-17,23
GLOBAL SOLUT TELCO SL.;-50,3
LEXSUITE CONSULTING SL.;20,12
DOGOOD PEOPLE SL.;-66,38
CIBERCLOUD TECHNOLOGIES S.L.;58,9
OCTOVERSO SL.;-26,46
SHERLOOK DATA, S.L.;43,61
TOPBROKERS REAL ESTATE TECHNOLOGY S.L.;-42,61
PLMQ PROJECTS LEADER MANAGEMENT SL.;33,97
SERVEIS GLOBALS MARTIU S.L.;24,34
FAMITEL TELECOMUNICACIONES SL.;-48,29
TECH MALLORCA 1519 SL.;39,47
XYZ BRAND & MARKETING SOCIEDAD LIMITADA.;1,03
AUTOXIRO TURISMO SOCIEDAD LIMITADA.;36,61
BEAWRE DIGITAL S.L.;1,41
ICOMMKT EMEA S.L.;2,3
EKASABASE SOCIEDAD LIMITADA.;-16,66
THOR DEVELOPMENT SL.;29,37
ASYNC LOOP SOCIEDAD LIMITADA.;81,34
NEVER SETTLE SL.;105,24
LIHEART SOCIEDAD LIMITADA.;-131,98
ANALOG SOLUTIONS SOCIEDAD LIMITADA.;-6,95
ASTRATECH CONSULTING SL.;-48,26
LIGHTING & ENGINEERING SYSTEMS SL.;75,99
SIPINPHONE SOCIEDAD LIMITADA.;16,79
DUBME IO, SOCIEDAD LIMITADA.;-23,62
ADDTIMME SOLUTIONS SL.;-32,09
TRANSKRIPTORIUM AI SL.;4,87
QANTUM THEMES SOCIEDAD LIMITADA.;0,42
GRUPOARGAROT SL.;-0,53
AIMENTIA HEALTHTECH S.L.;6,48
FELLAS ESTUDIO CREATIVO SL.;40,46
PRODUCTIKA.ONLINE SOCIEDAD LIMITADA.;5,41
KABLER PROJECTS SL.;12,51
CONTROL FASHION RETAIL SOCIEDAD LIMITADA;6,4
PLANT SERVICE ENGINEERING S.L.;57,83
CAMDEN DIRECTORSHIP SL.;60,28
GLOBAL SATELLITE SPAIN SL.;75,77
KAME COMUNICACION SL.;21,22
IN TOUCH WITH YOU SL.;11,19
VAWARE LABS, SOCIEDAD LIMITADA.;11,9
EVIDENCE CONNECTION S.L.;-1,26
WECALL SERVICIOS A CLIENTES SL.;6,37
TSUNAMI EMPRESARIAL S.L.;10,1
GUNKA STUDIOS SOCIEDAD LIMITADA.;5,29
ECODIATOMEA SOCIEDAD LIMITADA.;5,77
APPS SQUARE SL.;-60,1
VOZPUNTOCOM NEGOCIOS & SOLUCIONES SL.;7,14
CRISTIAN TECH AND CONSULTING SL.;80,74
LA MALDITA SL.;-23,13
COMUNICA SIERRA BERMEJA SL.;68,63
INTRAEMPRESAS SERVICIOS INFORMATICOS SL.;32,26
SEARCH INTENT EVOLUTION, S.L.;29,51
SECURITY AWARENESS CONSULTANTS SL.;61,32
CALL TO AGENCY S.L.;-22,38
LAPIZARRABLANCA SOCIEDAD LIMITADA.;7,85
HAMILL PRODUCTIONS S.L.;39,02
VERIS BEHAVIOR SL.;-1,25
EASYCOMMERCE TECH DESARROLLOS INFORMATICOS SL.;5,12
JDV RANDD SL.;49,02
MADRID DIGITAL IT SL.;-6,98
HUMANISTES DEL SEGLE XXI S.L.;9,95
FINESTRA VETERINARIANS ADVISERS SL.;15,01
IBERANET 2049 SOCIEDAD LIMITADA.;13,08
SOLMATEK SOLUTIONS SL.;25,89
ORIGEN SOSTENIBLE SL.;-32,71
FIBRA BALEAR TELECOMUNICACIONES SL.;19,11
SHAHEEN PK SL.;17,74
BOLBORETA LABS SL.;91,33
TEPEYAC TELECOM S.L.;8,57
ANDROMAT SL;78,02
DIGITAL ANATOMICS SL.;-1,68
4CIMS CONSULTING 2020 S.L.;35,35
CINELENSES SL.;-1,48
INNOTEC VISION AVANZADA XR SL;-2,19
PROPERTY TECHNOLOGY MARKETING SL.;-5,03
SPAIN MOBILE DATA SOCIEDAD LIMITADA.;60,16
DHAIS CONSULTORIA EMPRESARIAL SOCIEDAD LIMITADA.;9,27
FULLACCESSTELCO SOCIEDAD LIMITADA.;35,29
NEXT PROPTECH S.L.;-64,87
INSTALACIONES RUBUHON C. R., SOCIEDAD LIMITADA.;-13,85
WOZA LABS SOCIEDAD LIMITADA.;22,69
DOCKLANDS MEDIA SERVICES ESPAÑA SOCIEDAD LIMITADA.;3,05
INFOLLOP SERVICIOS INFORMATICOS S.L.;71,5
VISALTIUM TECH S.L.;51,31
NAUTA ENERGY SYSTEMS SOCIEDAD LIMITADA.;-81,49
MATEMATICAS E INFORMATICA EN SALUD SL.;69,96
ARTIFICIAL INTELLIGENCE AYGLOO SL.;3,11
CIMIT CONSULTING SL.;15,08
ARTICAE SMART TECHNOLOGIES SL.;9,49
SUPERPHONES SL.;10,92
FLUFFYAUDIO S.L.;-42,48
CONSULTING & DIGITALIZATION PROFESSIONAL SERVICES SL.;0,67
MODULAR WISDOM SL.;3,04
DISTRIBUCIONES MORENO CUADRA SOCIEDAD LIMITADA.;-48,43
MAKKA TELEFONIA SL.;42,65
RICART & VANDEBERG SL.;57,08
INFINITY ELITE SERVICES SL.;25,49
RUBCLICK S.L.;23,09
CURACAO INVESTMENTS SL.;61,3
HEXABIT GRAN CANARIA, SOCIEDAD LIMITADA.;4,49
QA BIT TECHNOLOGIES EUROPE SL.;53,25
SOMOS ROTULOS SOCIEDAD LIMITADA.;2,17
ARS GALACTIC SL.;20,97
GTG MANAGEMENT SOLUTIONS S.L.;28,51
ACESPACK INVESTMENT SL.;1,15
SIGUSTA SL.;20,56
TASTER COMUNICACION, SOCIEDAD LIMITADA.;5,93
CONTRATA SEGURO CORREDURIA DE SEGUROS, S.L.;321,94
TOTALFAN VALLADOLID SL.;-75,43
ARKER LABS SOCIEDAD LIMITADA.;-100,06
ORESTES COMUNICA SOCIEDAD LIMITADA.;7,01
AL FONDO A LA IZQUIERDA COMUNICACION SL.;-5,11
GEOSTEC-SOFT S.L.;-2,74
HUNTY IBERICA SOCIEDAD LIMITADA.;-138,04
NEWBROS COMUNICACION SL.;35,41
MAER GESTION 2.022 SL.;8,7
INFORMATICA Y TRABAJOS DE PROGRAMACION SL.;46,39
HINFORCOM TECNOLOGIES SL.;11,88
SMARKT MARKETING DIGITAL SL.;-57,83
BERRIZAN2020 SL.;-22,63
ROTULOS TECNOGAL SOCIEDAD LIMITADA.;4,73
DATAWARECLOUD SOCIEDAD LIMITADA.;19,78
APLICACIONES HUMANAS CON INTELIGENCIA ARTIFICIAL SL.;-10,53
TRICONTES SPAIN SL.;19,9
ONMI DIGITAL TEAMS SL.;4,31
TRANSTOP S.L.;14,3
MASTER COMPUTER GROUP S.L.;3,59
NOMADIC EXPEDITIONS SL.;-116,75
XTENDOO SOFTWARE SL.;19,12
WIN2WIN SOFTWARE S.L.;38,01
ONYZE DIGITAL ASSETS SL.;-43,87
GRUPO EMPRESARIAL ETHER SOCIEDAD LIMITADA.;-7,25
HOT TUNA CONSULTING SL.;2,14
M10 INTEGRAL SERVICES SOCIEDAD LIMITADA.;8,31
UBIMEL MITECO S.L.;-289,3
ITEBRE SOCIEDAD LIMITADA.;-9,73
WAITRY SOLUCIONES SL.;-35,21
ORIGINDATA IBERICA SL.;14,94
TECHNISYS BUSINESS DEVELOPMENT SPAIN SL.;-257,56
DMNTR NETWORK SOLUTIONS SL;56,31
LLEVANTIC SOCIEDAD LIMITADA.;0,01
ERP PRECISE S.L.;58,74
PICANARIAS I.T., SOCIEDAD LIMITADA.;55,3
TINTA Y PAPEL INVERSIONES SL.;2,03
ZEPO INTELLIGENCE, SOCIEDAD LIMITADA.;-32,57
DOSYS PROYECTOS TECNOLOGICOS SL.;9,06
COORDINADORA DE RENOVABLES Y TELECOMUNICACIONES SOCIEDAD LIMITADA.;-15,79
SERVINCO CONSULTORIA INFORMATICA SL.;7,14
ETDTESTERS SL.;19,78
PETRA CORPORATE GROUP SL.;3,76
VALIANT MANAGED CLOUD SERVICES S.L.;17,68
BAYESIAN ANALYTICA PARTNERS SL.;92,28
NIDUS LAB SL.;83,11
HOMERY DIGITAL S.L.;-31,9
MASCOVERSO S.L.;-3,72
SLEEPZZONE LAND SL.;-7,15
ECOMATICA SOLUCIONES INFORMATICAS SL.;1,1
KITZ MEDIA MALLORCA SL.;16,31
GRUPO MANUEL ABRIL SL.;11,07
NOLIMIT WIMAX SL.;41,04
GO4CLIC GROUP S.L.;2,72
JC BALLESTER MIQUEL SOCIEDAD LIMITADA.;13,04
SOLUCIONES GIS GALICIA SL.;3,99
PRODUCTS & TRADE HUMITOS SOCIEDAD LIMITADA.;72,07
SMART WIRED TECH DISTRIBUCIONES SL.;35,93
JIAQI PAN S.L.;0,89
LUCATIA TECH S.L.;-20,28
MEDIACION Y CONFLICTOS SL.;4,2
AGENCIA WP MARKETING & WEB SL.;11,32
EOA BLOCKCHAIN LABS, SOCIEDAD LIMITADA.;22,42
HORUS ML SL.;3,99
FAV INNOVATION AND TECHNOLOGIES COOP.V;5,41
DIGICLOUDLEX SL.;19,18
KALMA DIGITAL SOCIEDAD LIMITADA.;-4,59
BEMAN PROPERTIES, S.L.;3,53
BODEGAS NIUTANI SL.;2,91
ZIUR SNOP SOCIEDAD LIMITADA.;32,99
KAPTIVA MARKETING S.L.;38,97
SURCOIL INSTRUMENT & CONTROL SL.;19,48
NULL POINTER EXCEPTION S.L.;-3,72
PAULSA 1821 S.L.;44,54
POLPOO TECHNOLOGIES S.L.;5,27
MILLENIUM INNOVA SL.;11,84
SOLUCIONES INTERNET BURGOS SL.;15,92
SANS IT S.L.;72,46
SISMAREL DIGITAL CREATORS SOCIEDAD LIMITADA.;3,77
VU SECURITY AND FRAUD PREVENTION SL.;-946,45
TECNIKA UNIVERSAL SOLUTIONS SL.;-231,68
JUYCO INFORMATICA S.L.;5,13
GUFESA SOLUCIONES SOCIEDAD LIMITADA.;25,58
EMERGENTONETWORK, SOCIEDAD LIMITADA.;44,19
BOOKIPRO PMS S.L.;2,58
TENDIOS TECHNOLOGIES S.L.;-46,45
S.R.S. INDUSTRY WORKS & MANUFACTURING PROCESS AUTOMATION SOCIEDAD LIMITADA.;-5,51
GLOBAL PAY & DEVELOPERS SOCIEDAD LIMITADA.;2,13
PL2 SOFTWARE TEAMS SL.;28,39
OPENSLOT SL.;37,55
COMUNICO LUEGO EXISTO SL.;63,31
MIRASOURCING SL.;91,43
IRT MARKETING SOCIEDAD LIMITADA.;45,65
SOLUCIONES GRUPO ZAFIRO SOCIEDAD LIMITADA.;17,21
PERIFAI VISION SOLUTIONS SL.;-30,31
CROMATIC GRUP 33 SL.;8,86
PREDICTHEON MEDICAL S.L.;-25,85
FRECUENZIA SOLUCIONES SL.;34,31
SPACERETAIL PLATFORM SL.;-21,74
MOLIFER TECNOLOGICAS SOCIEDAD LIMITADA.;2,84
SKYDREAM STUDIOS VR SL.;-12,38
VEI TECH RESOURCES S.L.;4,18
PRESENCE XR SOLUTIONS SL.;3,16
SPAIN2STAY DEVCO SL.;-102,63
EASY PVF SOFTWARE SOCIEDAD LIMITADA.;8,64
INFORMATICA MELVIC SOCIEDAD DE RESPONSABILIDAD LIMITADA.;12,66
HAUDA COMPOL SL.;57,36
NAIROBI ESTUDIO SOCIEDAD LIMITADA.;9,43
SAFETY BEAT S.L.;27,86
GUNDO HEALTH AND FOOD SOCIEDAD LIMITADA.;2,3
SANGAKU FOR ALL S.L.;12,41
MASNORTE COMUNICACIONES SL.;-15,93
MUNDORED S.L.;61,42
NIXAE DIGITAL MINDS SOCIEDAD LIMITADA.;13,28
ABAKORP TIC EDUCACION Y EMPRESA SL.;3,91
BOAT SECURITY SEGURIDAD NAUTICA SOCIEDAD LIMITADA.;26,4
PAISANOSCREANDO SL.;45,14
ENDATEC SOLUCIONES SL.;-1,68
AULADRUPAL SOCIEDAD LIMITADA.;-9,99
KILOGRAPH STUDIO SL.;21,68
CRONOCOCA SL.;55,26
MOBILITY ASSISTANCE TECHNOLOGIES SL.;-3,18
SOMOS LA RESISTENCIA SOCIEDAD LIMITADA.;27,89
SIDEQUEST VR SPAIN SOCIEDAD LIMITADA.;-161,62
SIMM MULTIMARCA LLEIDA SL.;6,32
ALERA ACCESORIOS PROMOCION E INNOVACION SL.;27,49
PURE CLICK SOCIEDAD LIMITADA.;-34,31
SISTEMA ETERNS S.L.;-9,68
UP T-IMPULSA S.L.;2,52
SEAMAR CONSULTING SL.;25,3
ALMA DIGITAL CONSULTING SL.;48,08
MICHIGAN PROFESSIONAL WORK SOCIEDAD LIMITADA.;2,74
TYRIS CORP SOCIEDAD LIMITADA.;1,32
CALIMA TECHNOLOGIES SL.;-3,06
AVERLO ESPAÑA SOCIEDAD LIMITADA.;-62,36
CIREVAL ELECTRONICA SOCIEDAD LIMITADA.;11,76
ECOMETRO MEDICIONES SL.;-7,22
BIGPRESS SL;11,78
DPD RENTAL MANAGEMENT SOCIEDAD LIMITADA.;19,31
SALA GUERRERO ONLINE SL.;19,1
INWIRE, SOCIEDAD LIMITADA.;62,62
SIWEIPUBLICIDAD SL.;-61,49
MC DISTRIBUCION DESARROLLO E INNOVACION S.L.;30,57
YUCODE S.L.;-30,36
PARTNERS-CONTROL SL.;-2,09
CIRCULAR PARTNERS S.L.;0,06
SIMAGANDA SL.;23,2
YOURSTEP SL.;-106,64
ADVANCED ENGINEERING DEVICES SOCIEDAD LIMITADA.;1,06
BEKA DIGITAL SL.;-90,17
DRAWSCOPE S.L.;33,7
DOCTOMATIC S.L.;-44,31
MOTHERLIGHT SL.;0,75
DEEPDATA SL.;-45,32
LENI BOLT SL.;42,06
CYMTECH SOLUCIONES TECNOLOGICAS SOCIEDAD LIMITADA.;14,58
FAMARYCOOL SL.;32,13
INSTAL.LACIONS ELECTRIQUES GERHARD S.L.;-85,82
WILLKO SOLUTIONS SL.;1,22
PACHECO Y TORRENS SOCIEDAD LIMITADA.;-17,09
LOMBARMAX, SOCIEDAD LIMITADA.;63,65
CRIPAR TECH SL.;79,04
INSTITUTO DE INNOVACION Y DESARROLLO AGRICOLA SOCIEDAD LIMITADA.;2,07
COLIPAMAR SL.;2,21
SPATHIOSLINK 14 S.L.;-146,5
LOCATEC APLICACIONES INFORMATICAS SOCIEDAD LIMITADA.;16,24
SHINE CHILD DEVELOPMENT SL.;45,19
INDUSTRIAS TURISTICAS POMBO SOCIEDAD LIMITADA.;22,62
ORGANIKA DIGITAL SL.;10,82
TECHCLOUD SOLUTIONS S.L.;-57,34
GRUPO REDMOBILE SL.;33,83
INSTALACIONES LLORENÇ Y HAFO SOCIEDAD LIMITADA.;13,78
CONFITEL R.L.J. SL.;-42,6
PERPETUAL CIELO AZUL SOCIEDAD LIMITADA.;40,94
BROTHERHUB SL.;-5,94
GARMA & SILVER SL.;6,11
MANEVA SOLUCIONES INFORMATICAS 2021, SOCIEDAD LIMITADA.;12,36
ON TECH SL.;37,47
WYRD REIDO SL.;5,56
ALVIS SISTEMAS INFORMATICOS SL.;4,72
FAVANOX SL.;21,98
CARGILAR SL.;10,74
LINX VIDEO ANALYSIS SOLUTIONS S.L.;65,6
KMA DISSENY & MARKETING S.L.;4,09
KOMPILA TECHNOLOGIES SOCIEDAD LIMITADA.;84,34
DATELCOM NETWORKS SL.;-3,93
PLANIFICATE SL.;47,5
TU LAVANDERIA LA MARMOTA, S.L.;23,97
AYMAN TECHNOLOGY SOLUTIONS SL.;-56,57
CARTTECLAB SL.;49,38
MULTIMEDIA CHEFS COOP.V.;45,96
ZEROX IT CONSULTING SOCIEDAD LIMITADA.;1,91
DATASPARTAN ESPAÑA, SOCIEDAD LIMITADA.;0,09
TIME IS BRAIN S.L.;-4,89
EL FUNKITO SL.;25,23
IMPUCAM 2013, SOCIEDAD LIMITADA.;2,63
ASA BARCELONA S.L.;3,37
FAN & MOR ASESORIA Y SERVICIOS SL.;2,11
TOM DE BEER SOCIEDAD LIMITADA.;26,2
DBI RF SERVICES S.L.;11,14
OXIGENO DIGITAL SL.;-95,05
GATCHAN TELEMATICA S.L.;7,22
IDEASMUS, SOCIEDAD LIMITADA.;10,25
ALMAMARK SOCIEDAD LIMITADA.;10,07
ETOSHI TECHNOLOGIES SL.;-79,98
4 SEVEN SERVICES SOCIEDAD LIMITADA.;34,94
TOMA QUE TOMA PRODUCCIONES SL.;11,38
NEXT MUNICIPIOS SMART SOCIEDAD LIMITADA.;46,07
KONVERXO SOLUCIONES SL.;49,04
THE HOST EXPERIENCE SL.;31,98
NEWGEN HERCTUM SL.;8,49
ABENGSA COMPANY SL.;13,36
OCADO SOLUTIONS SPAIN S.L.;-2,41
JUANJO GOMEZ LOGTEC SL.;39,31
ROLLDBOX GAMES S.L.;-2,69
SOLUCIONES TECNOLOGICAS FREEDOO SOCIEDAD LIMITADA.;4,77
BCNETWORK AND DEVELOPMENT S.L.;17,44
QDLINE SERVEIS TECNOLOGICS S.L.;12,52
RADIO SOLUCIONES INGENIERIA SL.;19,62
LEX PROGRAM ONLINE SL.;-12,35
ONE MORE BYTE SL.;13,73
VERIFICACIONES RICOMART SOCIEDAD LIMITADA.;29,8
COSAHECHA S.L.;77,11
TUS SOLUCIONES DIGITALES OCHOA SOCIEDAD LIMITADA.;4,9
DAVEGAR 2019, SOCIEDAD LIMITADA.;-40,02
CALTEC 2020 SOCIEDAD LIMITADA.;3,46
DIGITAL TWINS SCAN2BIM SL.;6,74
ZOUNDREAM S.L.;2,52
HORUS SIT SL.;5,18
AMPERBYTES SL.;17,83
POWERBIM S.L.;45
PARSEDOC SOCIEDAD LIMITADA.;1,24
ON THE TOP SUCCESS SL.;15,04
DITAY MEDIA SL.;-46,9
ONMI DESIGN, SOCIEDAD DE RESPONSABILIDAD LIMITADA.;12,07
UNEGO NETWORK INITIATIVE & BUSINESS CORPORATION GROUP, SOCIEDAD LIMITADA.;-58,91
FIVERBUN S.L.;-10,01
LAPO INVESTMENT 2019 SL.;2,35
RINDUS TECHNOLOGY 7 SL.;12,74
COGNITIVE FINANCE SL.;-1,26
FAMILEO IBERICA S.L.;-199,25
ROBONITY SOCIEDAD LIMITADA.;20,24
DIGAMELON MOBILE SL.;27,36
PUBLICACIONES DIGITALES DE LA MARINA ALTA SL.;55,57
CODERIAM SOLUCIONES SL.;76,04
QALEA CYBERSECURITY S.L.;-0,62
PINK POMPEI S.L.;67,94
CULT-TIC SL.;6,78
INTERNATIONAL FINANCIAL SECURITY AND TRADING SERVICES - EUROPEAN DIVISION SL.;35,96
ALTAIR SOFT GLOBAL SL.;27,86
AIFILE APLICACIONES INFORMATICAS SL.;10,77
TECNO RETAIL SL.;-8,73
NON SERIAL SL.;1,16
ACTIVIDADES Y ESPACIOS GRAN VIA SOCIEDAD LIMITADA.;4,06
IBERBOX SECURE SERVICES SL.;3,7
UNIQODERS TECHNOLOGIES SOCIEDAD LIMITADA.;1,95
NEMESIS EXPERIENCE SL.;5,07
FILTIC PRO S.L.;34,95
ZENETIC SL.;0,07
CENTRO DE ENSEÑANZA PROFESIONAL Y DEL APRENDIZAJE, SOCIEDAD LIMITADA.;0,63
SINGULAR MEDIA TIC SOCIEDAD LIMITADA.;30,09
JADOVICO SL.;-127,39
COCONUT VENTURES SL.;-12,21
STREAMLINED SOLUTIONS SL.;-16,15
GESTORIA RIVERA VERDUGO SL.;5,51
AIRTRACE TECHNOLOGIES SL.;11,2
SAFELOC SYSTEMS SL.;-10,67
MARKETING Y REDES GOYA UNO, SOCIEDAD LIMITADA.;-113,57
CANARYCODERS SOCIEDAD LIMITADA.;26,85
TAN COMPUTER SERVICE SL.;5,9
ADFI MEDIA SL.;6,91
AYREN TELECOMUNICACIONES ESPAÑA SOCIEDAD LIMITADA.;-31,21
OLESYA CLOUD TECHNOLOGIES SL.;20,84
SOCA GESTION ASESORIA, SOCIEDAD LIMITADA.;56,57
EASY CLOUD FACTORY, SOCIEDAD LIMITADA.;-9,78
GESMARKETING TELECO SL.;-22,66
DURANGA SMOOL SL.;33,52
FABRUSTECH SL.;1,15
FANTURA REPRESENTACIONES COMERCIALES SL.;22,57
WESTERLUND INTELLIGENCE AND TECHNOLOGY SL.;26,2
INSTITUTO TECNOLOGICO DE GALICIA DRONE SOLUTIONS, S.L.;36,16
BINARY CRAFTING SL.;37,12
SIADENOR SOCIEDAD LIMITADA.;3,67
DARA NETWORKS, S.L.;24,72
CDF GROUP SOLUTIONS S.L.;15,27
KUVU HOMESHARING SOCIEDAD LIMITADA.;14,34
FRUNTERA LAB S.L.;-10,2
UTS KOMUNIKAZIOA SL.;24,74
ZNIA WEAR SL.;30,21
ARDEXA SOLUTIONS SL.;2,9
SINERGIA GLOBAL HERRANZ SL.;-13
APPOLOW SOLUTIONS SL.;25,42
ARRIATE INVESTMENTS SL.;-1,35
BOX SHIELDS S.L.;-0,37
THANKIURAMA SL.;20,29
GROVER TECH RENTAL CONSUMER ELECTRONICS SPAIN SL.;0,26
SOLUCIONES DIGITALES AGRICOLAS, SOCIEDAD LIMITADA.;16,56
PROYECTOS NAGS HEAD SL.;0,98
ITRAINSEC S.L.;90,4
PP GLOBAL INNOVATIONS SOCIEDAD LIMITADA.;7,8
TITBIT.TV S.L.;14,22
ANTTER INTERIORES SL.;54,69
GRIT SOLUTIONS, SOCIEDAD LIMITADA.;1,3
SOLUCIONES EDUCATIVAS DE MUSICA SOCIEDAD LIMITADA.;23,92
TECNIAREA INGENIERIA Y CONSULTORIA SOCIEDAD LIMITADA.;14,93
CTCP CONSULTORES SL.;6,26
INVERSIONES DIAPAR SL.;10,7
NUBEBYTES SL.;35,4
DE WOLF ENTERPRISE CONSULTING S.L.;54
GESSO FORMACION Y CONSULTORIA SOCIEDAD LIMITADA.;3,84
MEDIA SECTOR SL.;32,83
NM IOT SL.;-103,6
COCINA TU MARCA SL.;32,06
ARMAGAFX FORMACION SL.;2,89
INNOVAMEDIA DIGITAL SOCIEDAD LIMITADA.;17,43
FORMACION Y SERVICIOS ROBONAUTAS SL.;3,24
EXISEL SOLUTIONS S.L.;15,23
IDUO MARKETPLACE SL.;-50,29
NTU INNOVATECH SL.;-3,15
IPSATEL OPTICAL FIBER SOCIEDAD LIMITADA.;4,52
MEDEA WELLBEING SL.;47,21
CONVISION OPTICA & AUDIO SL.;8,48
GRUPO KIZAPA SL.;21,62
INSTELGA ELECTRICIDAD SOCIEDAD LIMITADA.;1,95
VIVENZZIA CON LOS 5 SENTIDOS SL.;-57,31
SOLUCIONES INTEGRALES DE ARQUITECTURA E INGENIERIA SOCIEDAD LIMITADA.;17,95
WORLD CHALLENGE GAME SOCIEDAD LIMITADA.;16,04
NATRUSTICA SL.;23,71
BANKING OPERATIONS TECHNOLOGIES SL.;48,22
BIERZO SEO Y MARKETING SL.;44,42
MONSTER DIGITAL AGENCY S.L.;34,67
ADEALOXICA INGENIERIA SOCIEDAD LIMITADA.;28,06
ARTFOOD TECH SOCIEDAD LIMITADA.;8,3
AIRCO2 CLIMATECH SOCIEDAD LIMITADA.;-28,94
GOODOK HUB SL.;6,47
AI CONSORTIVM SA.;-108,41
EMAC FIBRA OPTICA SL.;20,84
AUTOMAGICALLY WORKS SL.;30,3
DMF CONTROL Y SISTEMAS SL.;40,93
LEVERFORCE BA SL.;42,11
OPTIMIZA 24H SL.;-138,86
KILL PLACE CONSULTING SOCIEDAD LIMITADA.;25,94
INTELEEN SOLUTIONS S.L.;-70,88
KUNVENO DIGITAL SL.;-6,39
POYDA-SYSTEMS S.L.;34,88
MAGNUM SOLUCIONES CLOUD SL.;-114,62
LIGHTHOUSE FEED SL.;21,37
BITEVOL SOCIEDAD LIMITADA.;5,19
GRUPO PATRIMONIAL JIVICA CAPITAL S.L.;36,67
AITHOS CONSULTING GROUP S.L.;5,3
COMERCIAL MITE 2005 SOCIEDAD LIMITADA.;14,07
ROVER PACKAGING SL.;-68,83
UNRELEASED S.L.;3,84
ALVEARIUM VR SOCIEDAD LIMITADA.;-1,03
ADVANCED DIGITAL TAX & ACCOUNTING BAIX EMPORDA SOCIEDAD LIMITADA.;21,28
HONDO CREATIVE PRODUCTION S.L.;-2,82
BELAJARA INNOVACION PROFESIONAL SL.;50,03
IOT DATA SOCIEDAD LIMITADA.;28,34
KUVZ SL.;91,95
EOELEC, S.L.;3,78
CLICKDEFENSE SL.;2,74
PRODAT AL ANDALUS SL.;-3,64
INFORMATICA I AUDIOVISUALS DOMINGUEZ S.L.;-20,72
ALICAZUM SL.;6,64
MEIKIT TECHNOLOGIES SOCIEDAD LIMITADA.;-34,55
MADE IN VERSE SL.;-9,08
